0,1
neutral,"Ja toivon, että näiden rivien kautta paljastuu itsellenikin, kuinka pahaisesta punikin pennusta ja kylähullun narttukoirasta tuli Kolmannen Valtakunnan Enkeli ja SS-Obersturmführerin pelätty patjanlämmittäjä ja kuinka päädyin Titovkan Zweiglager 322:een orinpalleja kuohitsemaan ja Kuoleman Enkelin töitä toimittamaan."
joy,Sait minut hyvälle tuulelle.
neutral,"Noin pitkään yhdessä soittanut bändi kuulostaa väkisinkin jo ihan hyvältä, mutta löytyykö sitten intoa puristaa vielä vähän ekstraa joka keikalle? "
neutral,"Päivä päättyi , kotimatkalla huomaat kuinka hän juttelee jo Janican kanssa , hymyilet vaikka sydämesi on ylösalaisin , ja laitat iPodistasi When you were youngin soimaan ."
joy,Hymyilen .
joy,"Hyvässä työyhteisössä tuntee olevansa oikein hyvä ihmiseksi , onpa lihava tai laiha ."
joy,Minusta se oli hauska ja seksikäs.
neutral,– Pelaajat saivat varusteet päivää ennen ensimmäistä peliä.
neutral,"Tiedä häntä, Graham. Nämä nuoret kukkoilijat..."
neutral,"Jos väkenne on yhtä kovia kuin sinä, he voivat päästä läpi."
neutral,"Keskolla taas bisnekset eivät oikein luista, mutta kova kulukuuri on pitänyt voitot kohtuullisina ja osingoista on myös pidetty huoli."
neutral,@PiaWaisto Että kun sen järjen pitää sotkea hyvät jutut.
neutral,Sukupuolella tai iällä ei oo väliä vaan sillä että hän on umpirasisti. https://t.co/kx0XBccZZq
neutral,"Kuvittele paikkaa silloin, kun sotalaiva Aurora ampui laukauksen, joka merkitsi vallankumouksen alkua."
neutral,En millään tahdo päästä aamuisin sängystä .
anger,"Paskat, hän on täällä."
neutral,Dan Lipranzer ja Rusty Sabich tekevät työtä vuorotta - löytääkseen Raymondille murhaajan.
joy,Kertokaa terveisiä ihastuttavalle vaimollenne.
neutral,Ranska on aivan liian vahva!
neutral,"@LindeVes @HMFlorestan @ppokkyla @jjmello En tiedä työpaikkoja, joissa työntekijä voisi tällaiseen sortua, ja pitää työnsä."
neutral,"On kuitenkin sääli, jos meillä hukataan hyvä tilaisuus pysähtyä ja oivaltaa, että tässä on mahdollisuus muuttaa maailmaa."
joy,Aivan ihana idea koristella liivi vetoketjuilla noin !
neutral,"Olisin niin ollut tyytyväinen , jos olisin saanut kahdenkeskisen viikonlopun Miehen kanssa ja olisimme voineet huolettomasti palata lapsuuteen ja pelata Playstationia ( ykköstä , tietenkin ) ja tietokonepelejä , pyöriä lumessa koiran kanssa ja syödä liikaa herkkuja ."
neutral,Oikea isku Dragolta paiskaa Rocky Balboan 3 metriä kehän halki.
neutral,Minun olisi pitänyt mennä bussilla.
neutral,Häntä vain huimasi vähän.
neutral,"En voinut olla huomaamatta, että nunnanpuvusta huolimatta olette aika nuori."
neutral,Miksi te juotte kylmää kahvia?
anger,Pysy hiljaa ellet voi sanoa mitään sopivaa.
neutral,Sehän on komisario Japp.
joy,Ja he kaikki elivät onnellisina elämänsä loppuun asti.
joy,Nyt olen paljon rentoutuneempi.
neutral,"– Libya on joutunut epäoikeudenmukaisen media- ja pr-hyökkäyksen kohteeksi , joka on johtanut Naton hyökkäyksiin , sähköpostissa kirjoitetaan ."
joy,Sait minut hyvälle tuulelle.
neutral,".@unicef_fi toivoo, että @Maahanmuuttovir peruisi päätöksensä turvapaikanhakijalasten kuulemisesta kun vanhemmat ovat kääntyneet kristityiksi."
neutral,"Anteeksi, mutta minulla on kiire."
neutral,"Kaksoistorneihin kohdistettu hirveä attentaatti sai aikaan sen , että vihdoinkin tämän eurooppalaisen pidätysmääräyksen luomisessa alettiin edistyä , mutta kun näen , että sitä sovelletaankin "" kanavarkaiden "" kohdalla , tulen jotenkin surulliseksi ."
neutral,"Integraatio tulee olemaan niin täydellistä , että vauraampien maiden veronmaksajien odotetaan maksavan heikkojen ja epäonnistuvien EU-maiden hyvinvointijärjestelmät ja eläkerahastot , hän kirjoittaa ."
joy,"On hyvä olla taas Manhattanilla,"
neutral,Pelaamaanhan tänne on tultu.
neutral,Hän on tappanut teillekin.
neutral,"Ihan helvetin suosittu, hyvä ajaa, paljon myyty, halpa."
neutral,Logistiikan toimialoista lentoliikenteen yritykset näkevät kysynnän elpymisen jonkin verran muita voimakkaampana .
anger,"Jos joku teistä kutsuu minua Francisiksi, tapan teidät."
anger,ajan tunkea sitä velttoa mulkkuasi tälle saitille???
neutral,tämä aiheuttaa vaikeuksia käydä entisellä kotiseudulla asioita järjestämässä ja sukulaisia tapaamassa .
neutral,Se tapahtui samana yönä kun panssarit vyöryivät Prahaan.
joy,Innostuin juoksemaan vastakkaisella seinällä olevalle sohvalle .
neutral,#Taskumatti saanut nimensä #Kallio'n #kirjasto'n perustajattaren #AlliTrygg'in aviomiehen mukaan!!!
neutral,Rinteessä kapeat stoecklin allmountain sukset ja offareilla lennän mustilla korpeilla.
joy,"On hyvä olla taas Manhattanilla,"
neutral,Musta ja Valkoinen haihtuvat keltaiseksi jauheeksi ja painuvat lattian alle .
joy,Tämä on hieno työ.
neutral,Mutta en minä osaa pelata baseballia.
neutral,"Sanat juuttuvat kiinni kitalakeen , unohtuvat ennen kuin ehtivät ulos asti ."
neutral,"Löytyy myös Thinkpadeja parikin, T40 joka kylläkin bugailee kaikennäköistä muistiensa kanssa ja T42 joka kyllä pelaa kuin junan vessa mutta Ati FireGL korventaa reidet verille jos sylissä käyttelee Win7 kanssa."
neutral,Pidän hänen omaa kytköstään hevosiin erittäin tärkeänä.
joy,Olohuoneessa palaa ihana tuli.
neutral,"Jos tuolla on niin kaunista, miksi..."
neutral,Selviän minäkin jollei pääni lätsähdä asfalttiin tai jollei pääni muuten selviä tästä emansipatorisesta pikku huppelistani .
neutral,Mutta vain sinä olet iloinen.
joy,itse tehty kortti on ihana ja paras
neutral,"Harmi , ettei sitä saatu videolle !"
neutral,"Tämä nyt ei ole sitten testivoittaja, mutta kajarit löytyy."
joy,Itsetehdyt croissantit maistuvat ihanilta .
neutral,"Myytti joka on 99,95%:lle äänestäjistä outo."
joy,"Hyvä, että olet taas jaloillasi."
joy,Miten voin ikinä kiittää teitä?
neutral,"Mutta Atreyu - älä mene hänen luokseen vihan kanssa, vaan varoita häntä."
anger,"Kerrankin kun yritän tehdä jonkun hyväksi jotakin - ja hyvittää velkani yhteiskunnalle, sinä pidätät minut!"
anger,"Sinä et käske mitään, kuoripoika!"
neutral,"Se ei pidä ajatuksesta , että kaataisin siihen punaviiniä tai jonkun iloisen drinkin ."
joy,On ihanaa saada sinut takaisin.
anger,Päästä minut - kusipää!
neutral,"Tavallinen S-sarjan coupen tai A5-audin voisin jopa pitääkin, nuo RS-AMG-yms mallit ei herätä juurikaan omistamisen haluja."
joy,Ylpeinä ja innoissamme täytimme taskumme nauhoilla ja illalla olimme siivonneet koko metsän .
neutral,Et siis rakasta häntä enää?
neutral,"Olen ajatellut, että ehkä juuri saha pitää sinut poissa minun ja Bonnien luota."
joy,Sait minut hyvälle tuulelle.
joy,itse tehty kortti on ihana ja paras
neutral,En halua kuluttaa liikaa aikaa.
neutral,Kyllä ihmiset käyttävät sitä seiniä vastaan.
neutral, Oleellisinta eivät ole niinkään ne suuret tulot vaan ne pienet menot. 
neutral,Äiti teki aina noin.
neutral,Emme voi auttaa noita hirviöitä.
neutral,"EMI Group , Sony Music Entertainment , Vivendi SA's Universal Music Group ja Warner Music Group lähtivät yhdessä Espanjan levy-yhtiöiden Promusicae-järjestön kanssa käräjille vaatimaan espanjalaiselta Pablo Sotolta 13 miljoonan euron korvauksia ."
anger,"Mutta jos ette ole ahkeria, - teitä rangaistaan."
neutral,Koliikki lapset ovat taas IHAN eriasia.
anger,Se mies ei kyllä enää kauaa elä .
anger,"Harvinainen tai ei, paskan väliä?"
anger,Syyriassa on ammuttu ihmisiä kaduille jo viikkokaupalla.
neutral,Terveydenhuollossa siirryttävä reaktiivisesta kohti proaktiivista ja prediktiivistä toimintatapaa.
joy,"Hintakin on aika perus sopiva, tais olla n. 30 euroa 0,7l pullo."
neutral,Usko Jumalaan on ihmisen normaali ja terve elämänasenne.
anger,"Meillä ei ole mitään yhteistä , sokeakin näkisi sen ."
neutral,"Noin pitkään yhdessä soittanut bändi kuulostaa väkisinkin jo ihan hyvältä, mutta löytyykö sitten intoa puristaa vielä vähän ekstraa joka keikalle? "
neutral,Pääsee aina kuin koira veräjästä.
neutral,"Järjestelmällisesti Sinisalo muuttaa novelleissaan tutun ja totutun päälaelleen ; se mitä luulemme omaksemme on jonkin muun hallussa, ihmisen ymmärrys maailmasta on jonkin toisen kirjoittama kuin hänen itsensä, myytit totta ja totena pidetty pelkkää myyttiä."
joy,On ihanaa saada sinut takaisin.
anger,Mutta enempää en viitsi noin älyvapaalle tyypille vastailla.
neutral,Voit aina luottaa meihin.
joy,#yksiniistä kiittää sisäilmaltaan puhtaasta mökkiviikonlopusta upeassa seurassa!
neutral,"Se on rillit, pallit, lompakko ja kello."
neutral,et hyppäisi
anger,"Kun kyläläiset nauroivat sinulle, halusin tappaa heidät."
anger,hyi saatana
neutral,"Älä nyt viitsi, Cain."
joy,Olemme olleet onnellisia täällä.
anger,ET DNA on hevonpaska liittymä.
neutral,Sen sijaan sidosryhmien edustajista useimmat pitivät järjestäjäverkkoa toimivana ja korostivat alueellisen koulutustarjonnan tärkeyttä .
neutral,Pidän hänen omaa kytköstään hevosiin erittäin tärkeänä.
neutral,Nykyaika on ihmiselle aika vaikea paikka elää.
neutral,"Sopiiko, jos tervehdyn ensin?"
joy,Hauskaa nähdä heidän uusi kotinsa ja toivottavasti tutustua uusiin ihmisiin siellä .
neutral,Hän oli yksi morsiusneidoistani.
neutral,"Jos ammut, joudut hirteen murhasta."
joy,Suomi voittaa naisten jääkiekossa olympiapronssia!!!
joy,IHANAA VUOTTA 2010 ! ! !
neutral,"Tahtilajien tähtisade ja luennoiva laulutyyli kuuluvat edelleen tavaramerkkeihin, mutta nyt pintapoliittinen kikkailu on siirtynyt sivuosaan suoremman tieteellisen tavan tieltä."
joy,Tämä on onnen päivä.
neutral,Tutkinnon suorittaneiden isännöitsijöiden ammattitaidon voidaan arvioida olevan parempi kuin muun ammattikoulutuksen suorittaneiden .
neutral,"Äitini.. hän olis toivonut, että se menee näin."
neutral,Minun täytyy löytää Faith.
neutral,"( 7 ) Tällä asetuksella ja Montrealin yleissopimuksella vahvistetaan matkustajien ja heidän omaistensa suojaa , eikä niitä voida tulkita siten , että niillä suhteessa nykyiseen lainsäädäntöön huononnettaisiin heidän turvaansa tämän asetuksen antamispäivänä ."
neutral,"Minulla on vielä reilut 400 euroa tämän vuoden avustusbudjetista käyttämättä, elikkä etsin hyviä lahjoituskohteita."
neutral,Kellari on ainoa turvallinen paikka.
neutral,Tällaisesta turmeltuneesta taipumuksesta on joissakin valtioissa tullut jopa todellinen kansallista urheilua .
joy,IHANAA VUOTTA 2010 ! ! !
neutral,"Yeller kertoi, miten nyljit hänet kerran nelosparilla."
neutral,Se ei mukautunut lainkaan kehooni .
neutral,En voi tietää mikä olisi hyvä tai ei olisi.
neutral,Hän haluaa vain saada Brennanin pois niskastaan.
joy,Uusi elämä myös tuoksuu uudelta ! :)
joy,"Puhun varmasti kaikkien puolesta - sanoessani, että ihailen teitä kovasti."
neutral,"Ihmettelen sellaisia Twitter-tilejä, jotka ovat täynnä sekavaa horinaa."
anger,"Meillä ei ole mitään yhteistä , sokeakin näkisi sen ."
neutral,Toimittajien sananvapausjärjestö Toimittajat ilman rajoja on listannut Gaddafin vapaan median saalistajaksi .
neutral,Olinhan tehnyt tytön olon aika epämukavaksi.
neutral,Hänen isänsä maat ovat vaarassa.
anger,Ruumis teistä tulee ellette tee kuten käsken.
neutral,En mä halunnu niitten kaa olla .
neutral,"Meidän kuluttajien täytyy nyt tehdä muutama asia, jotta maailma muuttuisi."
neutral,” Höhlä .
neutral,Hän on oikea pikku herrasmies.
joy,"Hienoa oli myös se , että alustavan vastauksen hyväksymisestä sai jo viikon kuluttua hakemuksen jättämisestä ."
neutral,"Senaatti ei jaksanut setviä asiaa sen kummemmin , vaan määräsi Mithridateen jättämään Kappadokian ja – ehkä yllättäen – myös Nikomedeen jättämään Paflagonian ."
joy,"Kun sinä et hermoile, olet hyvin kaunis ja hyvin pitkä."
neutral,Toimintatavat kaipaavat uudistamista. https://t.co/Al7N5S8vZ2
neutral,"Uusi, kaunis vaimoni on näet häijyn mustasukkainen."
neutral,Se on vain valokuva.
neutral,Se maksaa hänelle paljon enemmän.
joy,"Kiitos, kun saitte meidät elossa ulos."
joy,Minusta kýnttilänvalo on niin romanttista.
neutral,- luuston terveydestä ei ole pienintäkään ennakkokäsitystä.
neutral,Uskaltaako tässä vielä sanoa yhtään mitään .
neutral,Miksi nostaa veroa koko ajan asialle jota suuri osa ihmisistä tarvitsee joka päivä?
neutral,"Tämä on merkillisintä, mitä senaatissa on koskaan nähty."
neutral,"Tästä minulle tuli mieleen maaseutu , ja minua palelsi vielä pitkälle iltaan ."
joy,Minulla taisi olla ilo tavata teidät liikkeessänne.
neutral,Meidän pitäisi huolestua heistä.
joy,"Hollantilaiset kyllä osaa juhlia , jos on jäänyt jollekin epäselväksi ;)"
neutral,Sitaattien heittelyä 4. 8. 2011 | Martti Tuure 
neutral,Minun täytyy löytää Faith.
joy,Hänellä on todella hauskaa.
neutral,Minua sattuu päähän .
neutral,Juha Itkonen oikaisee tänään Relanderin blogin kommenttilootassa itseään koskevat väitteet:
joy,– Olen erittäin onnellinen .
neutral,Kirjan Taistelu sosiaaliturvasta - Ammattiyhdistysväen toiminta sosiaaliturvan puolesta 1957-1963 mukaan työnantajian asiaa ajanut oikeisto on vastustanut sosiaaliturvan kehittämistä .
neutral,"Katso, nyt olemme korkealla."
joy,"Sitten hän oli yksin koko korttelissa , mahtava tunne ."
neutral,"Mitä saadaan , kun purkitetaan sata naista ?"
neutral,"Verojärjestelmän muotoilu , työmarkkinoita koskevat oikeudelliset säännöt ja rakenteet hyvin laajasti ottaen ovat ratkaisevia kasvulle , työllisyydelle ja kilpailukyvylle ."
neutral,2. Ota vielä yksi pikavippi
anger,Vassarit tekee taas mitä vassarit tekee parhaiten eli sympatisoi tietenkin pedofiileja! Oksettavaa. https://t.co/89YpqsGp4P
neutral,"Mutta sen tulee olla hyvää ja puhdasta – pikaruokaketjut , einekset ja puolivalmisteet saavat minut hurjistumaan ."
joy,Täällä on hevonenkin valmiina.
neutral,Jokaisella valmistajalla on myös oma vannoutunut käyttäjäkuntansa.
neutral,"Ei kannata ruveta pohtimaan epäjohdonmukaisuuksia tai juonen hetkittäistä pysähdystä tai muita sellaisia seikkoja, joita ei tästä filmistä kylläkään puutu.
not-anger	Auto lähestyy hurjaa vauhtia .
not-anger	Hänellä on valtavat tuskat.
not-anger	Olette vaarassa valeidemme takia.
not-anger	Emme voi piileskellä niin kauan.
not-anger	paras : http://www.cd-mate.com/
not-anger	Hän tulee ulos muutaman pelleksi puetun panttivangin kera.
not-anger	Kysyä toki voi kommenteissa , vaikka voi olla , etten osaa vastata kysymyksiinne .
not-anger	Ei kukaan murskaa liittoa.
not-anger	Hei, unohditte karttanne ja meidän miljoonamme.
anger	Vitut siitä, mitä hän sanoi.
anger	Olen hyvin pettynyt sinuun.
anger	Joskus vihaan olla kyttä.
anger	Piru vie .
not-anger	Toimivaltaisten viranomaisten tekemät tarkastukset voivat vaikeutua , koska eläinkuljettajat voivat toimia vapaasti eri jäsenvaltioissa .
anger	Muistavat väärin vai pedofiili?!
not-anger	Vedätkö sen uudestaan esiin?
not-anger	...Aino-Kaisa Saarinen: Mulla on se ajatus, että mun ura tulee päättymään tähän kauteen."
neutral,Erityistä kritiikkiä kohdistettiin elokuvan naiskuvaan.
anger,En halua edes tietää missä hän on.
joy,"On ihanaa, kun on näin lämmintä."
neutral,"Kai se on se äänimaailma, vaikkakin uusi oku on aika hiljainen, mutta ääni on silti jotenkin halvan oloinen."
neutral,Jos olen loukannut sinua...
anger,"Kun kyläläiset nauroivat sinulle, halusin tappaa heidät."
neutral,"Kuinka se vapautui niin nopeasti, mutta sinä et ole liikahtanutkaan?"
neutral,Sanoit että rakastat minua.
anger,"Jos hän ei ole siellä, tulen takaisin ja tapan sinut."
joy,Itsetehdyt croissantit maistuvat ihanilta .
joy,hauskoissa häissä
neutral,"Mikäli Molla ja mahdollisesti vastaantulevien valojen aikaansaaja , auto tai jopa kuorma-auto törmäisivät , ei olisi juurikaan väliä kuinka kauan mulla menis kotimatkaan ."
neutral,Uskaltaako tässä vielä sanoa yhtään mitään .
neutral,Sitaattien heittelyä 4. 8. 2011 | Martti Tuure 
joy,Havanna on juuri nyt parhaimmillaan.
neutral,Ammattilaiset eivät ammuskele silmittömästi.
anger,kyllä on törkeää touhua niinistöltä!
neutral,"Jos olisin hirttäytynyt , kaikki olisi ollut heti ohi ."
neutral,– En kyllä luottaisi tuohon .
joy,Niistä syntyy onni vuoden jokaisena päivänä .
neutral,He saattavat tarvita apua.
joy,Mä sain takkini takaisin!
neutral,"Sen lamaannuttamina monet eivät uskalla kurkottaa rajumpiin ratkaisuihin , vaan möyrivät keskinkertaisuuden mutavellissä ."
neutral,Käy työlääksi.
neutral,Terveydenhuollossa siirryttävä reaktiivisesta kohti proaktiivista ja prediktiivistä toimintatapaa.
neutral,Ikävä uutinen
anger,Mutta enempää en viitsi noin älyvapaalle tyypille vastailla.
neutral,Pitää pistää nuo muutkin kuunteluun lähiaikoina
neutral,Miksi olet ainoa joka ei pelkää minua?
joy,Täällä on parempi olla.
joy,"Minä rakastan sinua, Billy."
joy,Päinvastoin : kesäni oli paras vuosiin .
neutral,Miksi nostaa veroa koko ajan asialle jota suuri osa ihmisistä tarvitsee joka päivä?
joy,Mikään ei ole ihanampaa kuin leikkivät lapset ja heidän naurunsa.
neutral,Ostin kirja ulosmyynnistä joskua maksoi 4 € luin vaun A veri ryhmän ja todella huu haa.
joy,"Parin päivän juhlat sujui tosi kivasti , hyvässä seurassa kavereiden luona ja myöhemmin kaupungilla juhlien ."
neutral,"Vielä kerran vilkaisin huoneen poikki ja nielaisin sydämeni joka takoi lailla rumpalin , sellaisen joka katkaisisi joka viidennellä iskulla vähintään toisen kapuloistaan ."
joy,#yksiniistä kiittää sisäilmaltaan puhtaasta mökkiviikonlopusta upeassa seurassa!
neutral,"Pelkäsin , että pyörtyisit ."
neutral,"Puhun joka viikko Suomeen kotiin , Jussille ja kavereille , tutuille , joten ihmettelin tosi paljon tuota reaktiota ."
neutral,Pete ajaa turvaremmit auki ja laatta lattiassa .
neutral,"Tavallinen S-sarjan coupen tai A5-audin voisin jopa pitääkin, nuo RS-AMG-yms mallit ei herätä juurikaan omistamisen haluja."
joy, Eikö ole kaunis päivä ? 
neutral,Päätätte siis olla vastaamatta.
neutral,( Emme ehtineet . )
joy,"Tulkaa katsomaan, kuka tuli!"
neutral,Jessica ei saa elää näin.
